Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests
ID24549,2,0,1,2,Meal Plan 1,0,Room_Type 4,56,2018,4,22,Online,0,0,0,118.8,0
ID14531,2,0,2,5,Meal Plan 1,0,Room_Type 1,49,2018,5,7,Online,0,0,0,119.85,0
ID24879,2,0,0,3,Meal Plan 1,0,Room_Type 1,159,2018,8,2,Offline,0,0,0,82.44,1
ID10792,1,0,1,0,Meal Plan 1,0,Room_Type 5,111,2018,10,10,Offline,0,0,0,120.0,0
ID05959,1,0,2,1,Meal Plan 1,0,Room_Type 1,40,2018,3,13,Corporate,1,0,1,65.0,0
ID27411,2,0,0,2,Not Selected,0,Room_Type 1,20,2018,11,8,Online,0,0,0,185.0,1
ID18260,2,1,0,3,Meal Plan 1,0,Room_Type 6,53,2018,4,21,Online,0,0,0,177.3,2
ID06644,2,0,0,1,Meal Plan 1,0,Room_Type 1,43,2018,4,30,Online,0,0,0,126.9,0
ID23965,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0
ID05216,2,0,1,2,Meal Plan 1,0,Room_Type 4,154,2018,5,20,Offline,0,0,0,90.95,0
ID27413,2,0,0,2,Meal Plan 1,0,Room_Type 1,245,2018,6,17,Offline,0,0,0,75.0,0
ID01214,2,0,0,2,Meal Plan 1,0,Room_Type 1,216,2018,8,30,Online,0,0,0,96.3,1
ID18419,1,0,1,0,Meal Plan 1,0,Room_Type 1,32,2018,10,10,Corporate,0,0,0,95.0,0
ID16043,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0
ID04856,2,0,0,1,Meal Plan 1,0,Room_Type 1,7,2018,6,23,Online,0,0,0,91.0,1
ID31141,2,0,1,3,Meal Plan 1,0,Room_Type 1,58,2018,4,11,Online,0,0,0,99.45,0
ID21414,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2017,10,9,Online,0,0,0,161.33,2
ID10759,2,0,2,1,Meal Plan 1,0,Room_Type 1,221,2017,10,17,Offline,0,0,0,65.0,0
ID10030,2,0,1,3,Meal Plan 1,0,Room_Type 1,76,2018,6,27,Online,0,0,0,109.8,1
ID06827,1,0,0,1,Meal Plan 1,0,Room_Type 1,14,2018,3,9,Online,0,0,0,86.0,1
ID08956,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2017,8,26,Complementary,0,0,0,0.0,0
ID20767,1,0,0,1,Not Selected,0,Room_Type 1,21,2018,11,24,Online,0,0,0,88.0,1
ID25785,2,0,1,1,Meal Plan 1,0,Room_Type 4,35,2018,3,5,Online,0,0,0,95.4,0
ID25111,2,1,1,0,Meal Plan 1,0,Room_Type 1,86,2018,7,17,Online,0,0,0,114.3,1
ID13607,2,0,2,4,Not Selected,0,Room_Type 1,11,2018,11,3,Online,0,0,0,96.41,1
ID34948,2,0,0,1,Not Selected,0,Room_Type 1,3,2017,10,22,Online,0,0,0,87.78,0
ID20736,2,0,0,4,Not Selected,0,Room_Type 1,30,2018,11,29,Online,0,0,0,83.8,1
ID18959,1,1,2,2,Meal Plan 1,0,Room_Type 4,11,2018,8,20,Online,0,0,0,120.12,1
ID33611,2,0,1,2,Meal Plan 1,0,Room_Type 4,7,2018,10,7,Online,0,0,0,205.0,2
ID28133,2,0,1,5,Meal Plan 1,0,Room_Type 4,2,2018,6,13,Offline,0,0,0,90.95,0
ID12042,2,1,0,1,Meal Plan 1,1,Room_Type 4,17,2018,7,23,Online,0,0,0,196.0,2
ID13688,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,2,13,Online,0,0,0,91.0,1
ID29843,2,0,1,0,Meal Plan 1,0,Room_Type 1,12,2017,10,4,Offline,0,0,0,72.0,0
ID26820,2,1,0,1,Meal Plan 1,0,Room_Type 1,0,2018,12,28,Corporate,0,0,0,107.0,0
ID12635,3,0,2,3,Meal Plan 1,0,Room_Type 4,102,2018,6,12,Online,0,0,0,150.15,0
ID28245,2,0,1,3,Meal Plan 2,0,Room_Type 4,46,2018,6,20,Online,0,0,0,149.4,0
ID12972,2,0,1,1,Meal Plan 1,0,Room_Type 1,73,2018,6,4,Online,0,0,0,122.4,2
ID17773,0,2,1,2,Meal Plan 1,0,Room_Type 2,38,2018,5,13,Online,0,0,0,127.39,0
ID24331,2,0,2,2,Meal Plan 1,0,Room_Type 1,139,2018,8,13,Online,0,0,0,114.3,0
ID13155,2,0,2,3,Not Selected,0,Room_Type 1,23,2018,10,30,Online,0,0,0,99.0,1
ID05355,2,0,1,1,Meal Plan 1,0,Room_Type 1,101,2018,6,27,Online,0,0,0,105.3,1
ID32168,1,0,0,1,Not Selected,0,Room_Type 1,138,2018,11,12,Online,0,0,0,79.2,1
ID31673,2,1,1,4,Meal Plan 1,0,Room_Type 4,69,2018,4,27,Online,0,0,0,108.53,2
ID14405,2,0,0,4,Meal Plan 1,0,Room_Type 1,38,2018,3,8,Online,0,0,0,81.9,1
ID10319,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0
ID16843,2,0,0,2,Meal Plan 2,0,Room_Type 1,257,2017,7,1,Offline,0,0,0,101.5,0
ID20062,2,0,2,1,Meal Plan 1,0,Room_Type 1,116,2018,2,28,Offline,0,0,0,87.0,0
ID07544,2,2,0,4,Meal Plan 1,0,Room_Type 7,8,2017,9,1,Online,0,0,0,159.75,2
ID12803,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,80.0,0
ID03076,2,0,0,3,Meal Plan 2,0,Room_Type 1,85,2017,9,30,Offline,0,0,0,125.0,0
ID11271,2,0,0,1,Meal Plan 1,0,Room_Type 4,54,2018,6,4,Online,0,0,0,140.4,0
ID22397,1,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,87.0,0
ID21610,3,0,1,0,Meal Plan 1,0,Room_Type 4,6,2018,3,28,Online,0,0,0,137.0,1
ID22926,2,0,0,4,Meal Plan 1,0,Room_Type 1,157,2018,7,6,Online,0,0,0,107.95,0
ID01159,2,0,0,0,Meal Plan 1,0,Room_Type 1,145,2018,7,5,Online,0,0,0,0.0,1
ID17429,2,0,0,2,Meal Plan 1,0,Room_Type 4,15,2018,9,15,Online,0,0,0,141.68,1
ID16472,2,0,2,3,Meal Plan 1,0,Room_Type 1,80,2018,6,26,Online,0,0,0,107.1,0
ID19459,2,0,2,2,Meal Plan 1,0,Room_Type 1,33,2018,10,29,Online,0,0,0,90.52,1
ID25765,2,0,2,1,Meal Plan 1,0,Room_Type 1,109,2018,7,3,Online,0,0,0,114.3,0
ID11445,2,0,0,3,Meal Plan 1,0,Room_Type 1,183,2018,9,8,Offline,0,0,0,110.0,1
ID34781,2,0,1,1,Not Selected,0,Room_Type 1,33,2018,9,10,Offline,0,0,0,85.5,0
ID29303,2,0,1,2,Meal Plan 1,0,Room_Type 1,98,2018,3,11,Offline,0,0,0,58.0,0
ID11814,2,0,1,1,Meal Plan 2,0,Room_Type 1,301,2018,7,30,Offline,0,0,0,115.0,1
ID13846,1,0,1,4,Not Selected,0,Room_Type 1,42,2017,10,26,Online,0,0,0,73.15,1
ID12703,2,0,0,3,Not Selected,0,Room_Type 1,86,2018,4,5,Online,0,0,0,79.5,1
ID23633,2,0,2,4,Meal Plan 1,0,Room_Type 4,209,2018,7,2,Online,0,0,0,72.75,1
ID24778,1,0,0,1,Meal Plan 1,0,Room_Type 1,18,2018,5,13,Online,0,0,0,135.0,0
ID31569,2,0,2,1,Not Selected,0,Room_Type 1,54,2018,6,11,Offline,0,0,0,85.0,0
ID09466,2,0,2,1,Meal Plan 1,0,Room_Type 4,118,2018,10,29,Online,0,0,0,104.4,1
ID19416,2,0,0,3,Meal Plan 2,0,Room_Type 1,88,2018,5,3,Offline,0,0,0,117.0,1
ID00053,1,0,1,2,Meal Plan 1,0,Room_Type 1,6,2018,5,16,Online,0,0,0,136.67,1
ID31201,2,0,2,1,Meal Plan 1,0,Room_Type 1,62,2018,7,17,Online,0,0,0,105.3,1
ID27065,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0
ID08734,1,0,2,2,Meal Plan 1,0,Room_Type 1,54,2018,10,16,Offline,0,0,0,66.5,0
ID00509,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,11,18,Online,0,0,0,93.6,2
ID05980,2,0,2,3,Meal Plan 1,0,Room_Type 4,23,2017,10,18,Offline,0,0,0,75.0,0
ID32612,0,3,0,4,Meal Plan 1,0,Room_Type 2,70,2018,4,12,Online,0,0,0,9.0,1
ID18740,3,0,0,2,Meal Plan 1,0,Room_Type 1,185,2018,5,6,Online,0,0,0,116.77,3
ID07514,2,2,2,0,Meal Plan 1,0,Room_Type 6,84,2018,8,14,Online,0,0,0,189.9,1
ID32068,2,2,0,1,Meal Plan 1,0,Room_Type 6,14,2018,12,2,Online,0,0,0,174.0,0
ID29601,2,0,0,1,Meal Plan 1,0,Room_Type 4,4,2018,5,20,Corporate,0,0,0,90.0,0
ID24507,2,0,3,6,Meal Plan 1,1,Room_Type 1,241,2018,6,20,Online,0,0,0,106.2,1
ID08592,2,0,0,4,Meal Plan 1,0,Room_Type 1,74,2018,4,13,Online,0,0,0,99.45,1
ID36146,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0
ID16357,2,0,0,2,Meal Plan 1,0,Room_Type 1,67,2017,11,10,Online,0,0,0,104.55,1
ID19218,2,0,2,5,Meal Plan 1,0,Room_Type 1,104,2018,12,23,Online,0,0,0,71.9,1
ID32167,2,0,0,2,Meal Plan 2,0,Room_Type 1,30,2017,9,30,Offline,0,0,0,121.0,0
ID21108,2,0,0,2,Meal Plan 1,0,Room_Type 1,122,2018,4,15,Offline,0,0,0,85.0,0
ID04087,1,0,0,2,Meal Plan 1,0,Room_Type 1,192,2018,6,24,Offline,0,0,0,95.0,0
ID04098,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,10,13,Online,0,0,0,108.0,0
ID35928,2,0,0,1,Meal Plan 1,0,Room_Type 4,85,2018,6,2,Online,0,0,0,140.4,0
ID32497,3,0,2,2,Not Selected,0,Room_Type 1,135,2018,7,15,Online,0,0,0,92.28,2
ID07000,2,2,0,3,Meal Plan 1,0,Room_Type 6,199,2018,7,26,Online,0,0,0,168.3,1
ID22042,2,0,0,2,Meal Plan 1,0,Room_Type 4,58,2018,9,14,Online,0,0,0,124.04,1
ID12362,2,0,1,2,Meal Plan 1,0,Room_Type 4,20,2017,12,28,Online,0,0,0,70.42,0
ID02110,2,0,0,4,Meal Plan 1,0,Room_Type 1,40,2018,11,2,Offline,0,0,0,75.0,1
ID03533,2,0,1,2,Meal Plan 1,0,Room_Type 1,305,2018,11,4,Online,0,0,0,89.0,0
ID16838,1,0,1,0,Meal Plan 1,0,Room_Type 1,25,2018,9,12,Online,0,0,0,108.0,2
ID21572,2,0,0,3,Meal Plan 1,0,Room_Type 1,148,2018,5,5,Online,0,0,0,105.3,0
ID33934,2,0,1,3,Meal Plan 1,0,Room_Type 1,37,2018,3,7,Online,0,0,0,83.9,1
ID17494,2,0,0,3,Meal Plan 1,0,Room_Type 1,304,2018,11,3,Offline,0,0,0,89.0,0
ID03106,2,0,0,3,Meal Plan 1,0,Room_Type 4,84,2018,9,27,Online,0,0,0,149.4,3
ID13632,1,0,0,2,Not Selected,0,Room_Type 1,3,2018,4,7,Online,0,0,0,84.0,2
ID17943,3,0,0,4,Meal Plan 1,0,Room_Type 4,1,2018,7,6,Online,0,0,0,189.5,0
ID15543,2,0,2,1,Meal Plan 1,0,Room_Type 1,29,2018,1,24,Online,0,0,0,81.2,0
ID02354,1,1,3,7,Not Selected,0,Room_Type 1,217,2018,12,5,Online,0,0,0,65.11,2
ID13233,2,0,1,3,Not Selected,0,Room_Type 1,63,2018,3,10,Online,0,0,0,63.75,1
ID02811,2,0,1,0,Meal Plan 1,1,Room_Type 4,3,2018,6,20,Complementary,0,0,0,0.0,3
ID05508,2,0,2,3,Meal Plan 1,0,Room_Type 1,67,2018,7,24,Online,0,0,0,105.3,3
ID02359,2,0,1,4,Meal Plan 1,0,Room_Type 1,148,2017,12,30,Offline,0,0,0,67.0,0
ID24516,2,0,1,2,Meal Plan 1,0,Room_Type 1,126,2018,9,12,Offline,0,0,0,80.75,1
ID08846,2,0,1,2,Meal Plan 1,0,Room_Type 4,51,2018,9,2,Online,0,0,0,123.3,0
ID11497,2,0,0,3,Meal Plan 1,0,Room_Type 1,69,2018,8,16,Online,0,0,0,135.9,2
ID03606,2,0,1,2,Meal Plan 1,0,Room_Type 1,67,2018,12,2,Offline,0,0,0,75.0,0
ID29793,2,0,0,1,Not Selected,1,Room_Type 1,2,2018,10,15,Online,0,0,0,149.0,1
ID30801,1,0,0,2,Meal Plan 1,0,Room_Type 4,51,2018,4,14,Online,0,0,0,123.3,0
ID33709,1,0,1,3,Meal Plan 1,0,Room_Type 4,153,2018,9,8,Online,0,0,0,123.11,1
ID16931,2,0,0,4,Not Selected,0,Room_Type 1,157,2018,7,6,Online,0,0,0,97.75,1
ID32855,2,0,1,2,Meal Plan 1,0,Room_Type 1,80,2018,9,26,Offline,0,0,0,75.0,0
ID22156,1,2,2,5,Meal Plan 2,0,Room_Type 1,80,2018,12,20,Online,0,0,0,101.77,3
ID00273,2,0,1,2,Meal Plan 2,0,Room_Type 1,161,2018,3,25,Online,0,0,0,130.0,0
ID30427,2,0,2,3,Meal Plan 1,0,Room_Type 1,7,2017,9,12,Online,0,0,0,142.6,1
ID00197,2,0,0,1,Meal Plan 1,0,Room_Type 1,87,2017,9,11,Corporate,0,0,0,100.0,0
ID28091,2,0,0,3,Not Selected,1,Room_Type 1,35,2018,10,27,Online,0,0,0,118.0,2
ID01356,1,0,0,2,Meal Plan 2,0,Room_Type 1,273,2017,7,17,Offline,0,0,0,87.0,0
ID01504,2,0,1,1,Not Selected,0,Room_Type 1,52,2018,4,18,Online,0,0,0,85.5,0
ID21903,2,0,2,3,Meal Plan 1,0,Room_Type 4,101,2018,5,5,Online,0,0,0,132.6,1
ID05505,2,0,1,0,Not Selected,0,Room_Type 1,1,2018,1,3,Online,0,0,0,75.0,0
ID13066,2,0,1,1,Meal Plan 2,0,Room_Type 1,247,2018,6,6,Offline,0,0,0,111.0,0
ID17290,3,0,0,2,Meal Plan 1,0,Room_Type 4,65,2018,12,7,Online,0,0,0,126.0,1
ID11619,1,0,0,1,Meal Plan 1,0,Room_Type 1,0,2017,11,5,Corporate,0,0,0,89.0,0
ID10476,1,0,1,1,Not Selected,0,Room_Type 1,17,2018,3,19,Online,0,0,0,97.0,0
ID01635,2,0,1,2,Meal Plan 1,0,Room_Type 1,110,2018,7,11,Online,0,0,0,108.3,0
ID02007,3,0,2,4,Meal Plan 1,0,Room_Type 4,139,2018,8,19,Online,0,0,0,139.2,1
ID09588,2,0,1,5,Meal Plan 1,0,Room_Type 1,28,2018,11,28,Online,0,0,0,88.4,2
ID18210,2,0,0,4,Meal Plan 1,0,Room_Type 1,16,2018,3,29,Online,0,0,0,141.0,1
ID07513,2,0,0,3,Not Selected,0,Room_Type 1,20,2018,11,1,Online,0,0,0,76.0,0
ID21187,2,0,0,4,Not Selected,0,Room_Type 1,156,2018,8,9,Online,0,0,0,97.75,1
ID08938,2,0,2,3,Not Selected,0,Room_Type 1,39,2018,1,1,Online,0,0,0,60.97,0
ID22215,1,0,1,0,Not Selected,0,Room_Type 1,9,2018,4,10,Online,0,0,0,105.0,0
ID01947,1,0,0,1,Meal Plan 1,1,Room_Type 1,0,2018,12,17,Corporate,1,0,6,50.0,2
ID11114,2,0,0,4,Meal Plan 1,0,Room_Type 1,22,2018,10,25,Online,0,0,0,130.0,1
ID33266,2,0,1,3,Meal Plan 1,0,Room_Type 1,100,2018,9,1,Online,0,0,0,129.6,0
ID20622,2,0,1,2,Meal Plan 1,0,Room_Type 1,5,2017,10,19,Offline,0,0,0,90.0,0
ID28043,1,0,1,4,Meal Plan 1,0,Room_Type 1,87,2018,3,9,Online,0,0,0,53.67,1
ID17172,2,0,2,3,Meal Plan 1,0,Room_Type 4,230,2018,10,30,Online,0,0,0,98.6,1
ID21213,2,0,2,2,Not Selected,0,Room_Type 1,217,2018,11,20,Online,0,0,0,63.75,2
ID11487,1,0,0,3,Meal Plan 1,0,Room_Type 1,0,2018,5,10,Offline,0,0,0,108.8,0
ID23708,2,0,0,2,Meal Plan 1,0,Room_Type 1,263,2018,10,21,Offline,0,0,0,110.0,0
ID03539,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Online,0,0,0,90.0,0
ID32224,2,0,1,3,Meal Plan 1,0,Room_Type 1,85,2018,11,24,Online,0,0,0,88.4,0
ID25097,2,0,0,1,Not Selected,0,Room_Type 1,115,2018,10,13,Online,0,0,0,108.0,0
ID33830,2,0,0,2,Not Selected,0,Room_Type 1,1,2018,5,6,Online,0,0,0,138.0,1
ID28518,2,0,2,3,Meal Plan 1,0,Room_Type 1,24,2017,12,24,Offline,0,0,0,58.0,1
ID22631,2,0,0,1,Not Selected,0,Room_Type 1,229,2018,9,3,Online,0,0,0,85.5,0
ID21035,2,0,0,2,Not Selected,0,Room_Type 1,71,2018,11,10,Online,0,0,0,145.0,1
ID08087,2,0,0,3,Not Selected,0,Room_Type 1,1,2017,8,5,Online,0,0,0,80.0,1
ID07563,1,0,0,1,Not Selected,0,Room_Type 1,1,2018,5,24,Online,1,0,1,129.0,0
ID26818,2,0,2,3,Meal Plan 1,0,Room_Type 1,244,2018,10,30,Online,0,0,0,85.85,0
ID31118,2,0,0,2,Not Selected,0,Room_Type 1,4,2018,8,12,Online,0,0,0,92.0,0
ID01584,2,0,0,1,Meal Plan 1,0,Room_Type 1,2,2018,12,22,Corporate,1,1,2,75.0,0
ID35989,2,0,1,5,Meal Plan 1,0,Room_Type 4,152,2018,7,5,Online,0,0,0,119.28,0
ID11919,2,0,1,2,Meal Plan 1,0,Room_Type 1,136,2018,3,25,Online,0,0,0,106.2,1
ID34923,2,0,2,1,Meal Plan 2,0,Room_Type 1,145,2017,8,29,Offline,0,0,0,94.5,0
ID20197,1,0,0,1,Meal Plan 1,0,Room_Type 1,47,2018,4,12,Online,0,0,0,99.9,0
ID27909,2,0,2,1,Meal Plan 1,0,Room_Type 4,48,2018,11,5,Online,0,0,0,131.72,2
ID22315,2,0,0,2,Meal Plan 1,0,Room_Type 1,12,2018,4,15,Online,0,0,0,127.0,1
ID10874,2,0,0,4,Not Selected,0,Room_Type 1,112,2018,8,9,Online,0,0,0,112.5,1
ID09882,2,0,0,2,Meal Plan 1,0,Room_Type 1,6,2017,10,6,Online,0,0,0,145.0,2
ID01823,2,0,0,1,Not Selected,0,Room_Type 1,1,2018,4,12,Online,0,0,0,119.0,1
ID09502,1,0,0,1,Meal Plan 1,0,Room_Type 1,238,2018,10,13,Offline,0,0,0,80.0,0
ID02523,2,0,1,4,Not Selected,0,Room_Type 1,100,2018,12,26,Online,0,0,0,88.74,0
ID32626,1,0,0,1,Not Selected,0,Room_Type 1,14,2018,2,27,Online,0,0,0,80.0,1
ID07046,2,0,2,2,Meal Plan 1,0,Room_Type 1,204,2018,9,3,Offline,0,0,0,80.75,2
ID23878,2,0,2,3,Meal Plan 1,0,Room_Type 1,118,2018,7,15,Online,0,0,0,99.45,0
ID10899,1,0,0,1,Meal Plan 1,0,Room_Type 1,49,2017,9,22,Corporate,0,0,0,65.0,0
ID05112,3,0,2,1,Meal Plan 1,0,Room_Type 1,83,2018,7,24,Offline,0,0,0,96.9,1
ID12825,2,0,2,1,Meal Plan 1,0,Room_Type 1,110,2018,4,9,Online,0,0,0,93.3,0
ID23374,3,0,1,0,Meal Plan 1,0,Room_Type 4,45,2018,7,10,Online,0,0,0,146.7,2
ID01104,2,0,0,1,Meal Plan 2,0,Room_Type 1,41,2017,9,4,Offline,0,0,0,110.0,0
ID24569,2,0,0,3,Meal Plan 1,0,Room_Type 1,37,2018,10,13,Offline,0,0,0,105.0,0
ID22791,2,0,2,3,Meal Plan 1,0,Room_Type 2,62,2018,2,18,Online,0,0,0,65.66,0
ID09562,2,0,2,2,Meal Plan 1,0,Room_Type 1,81,2017,10,25,Online,0,0,0,89.25,1
ID32451,2,0,0,2,Not Selected,0,Room_Type 1,121,2018,7,7,Online,0,0,0,112.5,1
ID06159,2,0,1,3,Not Selected,0,Room_Type 1,107,2018,9,5,Online,0,0,0,118.8,1
ID10661,2,0,0,2,Meal Plan 1,0,Room_Type 1,70,2018,6,3,Offline,0,0,0,100.0,0
ID31978,2,0,0,2,Meal Plan 2,0,Room_Type 1,102,2017,10,16,Offline,0,0,0,109.0,0
ID13804,3,0,1,0,Not Selected,0,Room_Type 1,32,2018,4,17,Online,0,0,0,115.1,0
ID10251,2,0,1,2,Meal Plan 1,0,Room_Type 1,192,2018,10,31,Offline,0,0,0,68.23,0
ID13232,2,2,0,1,Meal Plan 1,1,Room_Type 6,1,2018,8,24,Online,0,0,0,228.0,2
ID28444,2,0,2,1,Meal Plan 1,0,Room_Type 1,225,2018,8,13,Online,0,0,0,105.3,0
ID20547,2,0,2,6,Meal Plan 1,0,Room_Type 1,156,2018,8,12,Online,0,0,0,106.89,1
ID30706,2,0,2,2,Meal Plan 1,0,Room_Type 4,241,2018,9,2,Online,0,0,0,101.79,1
ID29218,2,0,1,2,Meal Plan 1,0,Room_Type 1,65,2018,11,18,Online,0,0,0,104.0,1
ID11101,2,0,1,0,Meal Plan 1,0,Room_Type 4,15,2018,8,14,Online,0,0,0,175.0,1
ID24652,2,0,1,2,Meal Plan 1,0,Room_Type 1,309,2018,5,13,Offline,0,0,0,65.0,0
ID13313,2,0,0,1,Meal Plan 1,0,Room_Type 1,105,2018,4,6,Offline,0,0,0,75.0,0
ID33668,3,0,1,5,Meal Plan 1,0,Room_Type 4,121,2018,9,20,Online,0,0,0,162.0,0
ID29810,2,2,0,2,Meal Plan 1,0,Room_Type 1,155,2018,8,16,Online,0,0,0,130.5,0
ID05244,2,0,1,3,Meal Plan 2,0,Room_Type 4,21,2018,3,14,Offline,0,0,0,108.2,0
ID07715,2,0,2,3,Meal Plan 2,0,Room_Type 4,8,2018,5,29,Offline,0,0,0,120.95,0
ID34228,2,0,0,2,Meal Plan 1,0,Room_Type 1,16,2017,10,1,Online,0,0,0,117.0,2
ID20915,2,0,0,4,Not Selected,0,Room_Type 1,31,2018,8,30,Online,0,0,0,99.0,0
ID21052,2,0,0,4,Meal Plan 1,1,Room_Type 1,78,2018,7,12,Online,0,0,0,114.3,2
ID35103,1,0,2,4,Meal Plan 1,0,Room_Type 1,245,2018,7,6,Offline,0,0,0,110.0,0
ID04614,1,0,0,3,Meal Plan 1,0,Room_Type 1,28,2017,10,15,Online,0,0,0,82.65,0
ID07626,2,0,0,1,Not Selected,0,Room_Type 1,32,2018,11,19,Online,0,0,0,79.2,0
ID08029,3,0,0,4,Meal Plan 1,0,Room_Type 4,137,2018,8,23,Online,0,0,0,133.2,0
ID04802,2,0,0,2,Meal Plan 1,0,Room_Type 1,27,2017,9,30,Offline,0,0,0,108.0,0
ID03581,2,0,1,0,Not Selected,0,Room_Type 1,102,2018,10,9,Online,0,0,0,108.0,1
ID31844,2,1,0,1,Meal Plan 1,0,Room_Type 1,54,2018,10,25,Online,0,0,0,123.3,2
ID27388,2,0,0,4,Meal Plan 1,0,Room_Type 4,17,2018,4,6,Online,0,0,0,133.5,0
ID18089,2,0,0,2,Meal Plan 2,0,Room_Type 1,377,2018,10,14,Offline,0,0,0,115.0,1
ID12634,2,0,0,2,Meal Plan 2,0,Room_Type 1,39,2017,8,14,Offline,0,0,0,101.5,0
ID24083,2,0,1,4,Meal Plan 1,0,Room_Type 1,36,2018,12,21,Online,0,0,0,88.4,2
ID07218,2,0,2,6,Meal Plan 1,0,Room_Type 1,125,2018,8,3,Online,0,0,0,110.93,1
ID35820,2,1,0,3,Meal Plan 1,0,Room_Type 1,133,2018,7,12,Online,0,0,0,121.5,2
ID33432,2,0,2,3,Meal Plan 1,0,Room_Type 4,72,2018,7,21,Online,0,0,0,122.4,1
ID22218,3,1,2,2,Meal Plan 1,0,Room_Type 5,70,2018,4,8,Offline,0,0,0,173.35,0
ID18719,2,0,2,2,Meal Plan 1,0,Room_Type 1,26,2018,12,3,Offline,0,0,0,70.72,0
ID26070,2,0,3,6,Not Selected,0,Room_Type 1,122,2018,8,1,Online,0,0,0,98.5,1
ID28768,2,0,0,3,Meal Plan 1,0,Room_Type 1,276,2018,9,22,Offline,0,0,0,116.33,0
ID27674,1,0,2,1,Meal Plan 1,0,Room_Type 1,1,2018,2,28,Offline,0,0,0,60.0,0
ID16787,2,0,1,4,Meal Plan 1,0,Room_Type 1,77,2017,10,14,Online,0,0,0,89.25,2
ID24279,2,0,0,4,Not Selected,0,Room_Type 1,56,2018,3,15,Online,0,0,0,68.64,0
ID11697,2,0,0,1,Not Selected,0,Room_Type 1,8,2018,9,2,Online,0,0,0,119.0,1
ID04269,1,0,2,1,Meal Plan 1,0,Room_Type 1,33,2018,3,5,Online,0,0,0,77.5,2
ID07685,1,0,1,2,Meal Plan 1,0,Room_Type 1,0,2018,10,10,Offline,0,0,0,80.0,0
ID17255,2,0,0,4,Meal Plan 1,0,Room_Type 1,270,2018,4,20,Offline,0,0,0,62.8,0
ID32260,1,0,0,1,Meal Plan 1,0,Room_Type 1,12,2018,12,14,Online,0,0,0,94.0,0
ID31301,2,0,2,0,Meal Plan 1,0,Room_Type 1,95,2018,11,20,Online,0,0,0,90.0,2
ID27581,1,0,0,1,Meal Plan 1,0,Room_Type 1,54,2017,11,18,Corporate,0,0,0,65.0,1
ID15136,2,0,0,1,Meal Plan 1,0,Room_Type 1,1,2018,1,26,Online,0,0,0,93.0,0
ID26054,2,0,0,4,Meal Plan 1,0,Room_Type 1,152,2018,4,12,Offline,0,0,0,75.0,0
ID32552,1,0,0,2,Meal Plan 1,0,Room_Type 1,1,2017,9,9,Online,0,0,0,114.0,0
ID23121,2,0,0,2,Meal Plan 1,0,Room_Type 1,0,2017,8,11,Complementary,0,0,0,0.0,0
ID22194,0,2,0,3,Meal Plan 1,0,Room_Type 2,40,2018,1,14,Online,0,0,0,6.0,1
ID21667,2,1,2,1,Meal Plan 1,0,Room_Type 1,59,2018,10,9,Offline,0,0,0,100.0,0
ID01409,3,0,0,2,Meal Plan 1,0,Room_Type 4,167,2018,7,29,Online,0,0,0,137.7,0
ID22864,2,0,1,2,Meal Plan 1,0,Room_Type 1,40,2018,10,24,Offline,0,0,0,85.0,0
ID21301,2,0,2,1,Meal Plan 1,0,Room_Type 4,71,2018,4,24,Online,0,0,0,112.8,0
ID11929,3,0,0,2,Meal Plan 1,0,Room_Type 4,94,2018,7,13,Online,0,0,0,137.7,0
ID06693,2,0,2,1,Not Selected,0,Room_Type 1,25,2018,5,22,Online,0,0,0,109.0,2
ID10646,2,0,1,2,Meal Plan 1,0,Room_Type 1,198,2018,9,9,Offline,0,0,0,90.0,0
ID12819,3,0,2,1,Meal Plan 1,0,Room_Type 1,148,2018,8,21,Offline,0,0,0,96.9,0
ID12134,2,1,2,5,Meal Plan 1,0,Room_Type 1,260,2018,10,22,Online,0,0,0,108.68,3
ID08824,2,0,2,4,Not Selected,0,Room_Type 1,38,2018,3,4,Online,0,0,0,73.1,0
ID00364,2,0,0,2,Meal Plan 1,0,Room_Type 4,1,2018,11,16,Online,0,0,0,130.0,1
